SNOMEDCTCodes,Description
23006000,Hypopigmentation of skin (disorder)
398656003,Acquired hypomelanotic disorder (disorder)
403276003,Acquired hypomelanosis of uncertain etiology (disorder)
403275004, Alezzandrini syndrome (disorder)
1717003,Idiopathic guttate hypomelanosis (disorder)
403337001, Poliosis in Vogt-Koyanagi-Harada syndrome (disorder)
239083007,Symmetrical progressive leucopathy (disorder)
280962005,Chemically-induced hypomelanosis (disorder)
238999005,Drug-induced hypomelanosis (disorder)
403692004,Hypomelanosis due to cryotherapy (disorder)
402622001,Hypomelanosis due to scarring (disorder)
402623006,Hypomelanosis surrounding melanocytic neoplasm (disorder)
403274000,Hypomelanosis surrounding malignant melanoma (disorder)
404110001,Hypomelanotic mycosis fungoides (disorder)
402373002,Hypomelanotic sarcoidosis (disorder)
403273006,Hypopigmented scar (disorder)
201290009,Leukoderma estivale (disorder)
403272001,Post-infective hypomelanosis (disorder)
55768006,Syphilitic leukoderma (disorder)
403744007,Arsenic-induced rain-drop hypomelanosis (disorder)
402807009,Circumscribed hypomelanosis (disorder)
1208477000,Confetti-like atrophic macular lesions of skin (disorder)
733069009,"Deafness, vitiligo, achalasia syndrome (disorder)"
1208985003,"Linear hypopigmentation and craniofacial asymmetry with acral, ocular and brain anomalies (disorder)"
403807001,Phylloid hypomelanosis (disorder)
773984007,Piebald trait with neurologic defects syndrome (disorder)
718122005,Piebaldism (disorder)
47434006,Waardenburg syndrome (disorder)
765325002,"Peripheral demyelinating neuropathy, central dysmyelinating leukodystrophy, Waardenburg syndrome, Hirschsprung disease (disorder)"
715952000,Waardenburg Shah syndrome (disorder)
1010606009,Waardenburg syndrome type 1 (disorder)
1010636000,Waardenburg syndrome type 2 (disorder)
237918004,Waardenburg syndrome type 3 (disorder)
1293152007,Cutis tricolor (disorder)
62558006,Dyschromic skin lesions of pinta (disorder)
15709561000119109,Hypopigmentation of left eyelid and periocular area (disorder)
15709521000119104,Hypopigmentation of left lower eyelid and periocular area (disorder)
330931000119106,Vitiligo of skin of left eyelid and periocular area (disorder)
330911000119101,Vitiligo of skin of left upper eyelid and periocular area (disorder)
15709441000119109,Hypopigmentation of right eyelid and periocular area (disorder)
15709401000119107,Hypopigmentation of right lower eyelid and periocular area (disorder)
330901000119104,Vitiligo of skin of right eyelid and periocular area (disorder)
330881000119101,Vitiligo of skin of right upper eyelid and periocular area (disorder)
277787003,Post-inflammatory hypopigmentation (disorder)
754012901000119107,Progressive macular hypomelanosis (disorder)
56727007,Vitiligo (disorder)
403269008,Generalized vitiligo (disorder)
402621008,Idiopathic vitiligo (disorder)
403267005,Localized vitiligo (disorder)
238713002,Occupational vitiligo (disorder)
403268000,Segmental vitiligo (disorder)
403270009,Trichrome vitiligo (disorder)
403271008,Vitiligo due to Köbnerization (disorder)
721539008,Vitiligo of eyelid and periocular area (disorder)
87666009,Vitiligo of eyelid (disorder)
1231693006,Vitiligo of skin of lower eyelid (disorder)
1231690009,Vitiligo of skin of upper eyelid (disorder)
1254931004,Vitiligo of mucous membrane (disorder)
56347002,Vitiligo of pinta (disorder)
82074004,Achromic skin lesions of pinta (disorder)
71104009,Achromic AND hyperchromic skin lesions of pinta (disorder)
240839006,Onchocercal depigmentation (disorder)
