V2Codes,Description
m4a..,CLOBETASOL PROPIONATE
m4a1.,DERMOVATE 0.05% cream 30g
m4a2.,DERMOVATE 0.05% cream 100g
m4a3.,DERMOVATE 0.05% ointment 30g
m4a4.,DERMOVATE 0.05% ointment 100g
m4a5.,DERMOVATE 0.25% scalp application 25mL
m4a6.,DERMOVATE 0.05% scalp application 100mL
m4a9.,CLOBETASOL 0.05% cream 30g
m4aa.,CLOBETASOL 0.05% cream 100g
m4ab.,CLOBETASOL 0.05% ointment 30g
m4ac.,CLOBETASOL 0.05% ointment 100g
m4ad.,CLOBETASOL 0.05% scalp application 25mL
m4ae.,CLOBETASOL 0.05% scalp application 100mL
m4af.,DERMOVATE 0.05% scalp application 30mL
m4ag.,CLARELUX 500micrograms/g foam 100g
m4ah.,ETRIVEX 500micrograms/g shampoo 125mL
m4ai.,CLOBADERM 0.05% cream 30g
m4aj.,CLOBADERM 0.05% cream 100g
m4ak.,CLOBADERM 0.05% ointment 30g
m4al.,CLOBADERM 0.05% ointment 100g
m4aw.,CLOBETASOL 500micrograms/g shampoo 125mL
m4ax.,CLOBETASOL scalp application 100mL
m4ay.,CLOBETASOL scalp application 100g
m4az.,CLOBETASOL 500micrograms/g foam 100g
m4e4.,NERISONE FORTE 0.3% oily cream 15g
m4e5.,NERISONE FORTE 0.3% ointment 15g
m4ex.,DIFLUCORTOLONE VALERATE 0.3% oily cream
m4ey.,DIFLUCORTOLONE VALERATE 0.3% ointment
