ProdCodeId,Description
11785041000033116,levothyroxine sodium 100microgram capsules
11795441000033112,levothyroxine sodium 12.5microgram tablets
11795841000033110,levothyroxine sodium 75microgram tablets
12640741000033110,erfa thyroid 30mg (half grain) tablets (imported (canada))
12687041000033116,levothyroxine sodium 125micrograms/5ml oral solution sugar free
13284141000033119,liothyronine 10microgram tablets
13318541000033114,liothyronine 5microgram tablets
1427841000033115,tertroxin 20microgram tablets (mercury pharma group ltd)
2192141000033118,eltroxin 25microgram tablets (advanz pharma)
3033341000033115,armour thyroid 30mg (half grain) tablets (imported (united states))
3033441000033114,armour thyroid 60mg (1 grain) tablets (imported (united states))
3058841000033115,liothyronine 2.5microgram capsules
3101041000033119,levothyroxine sodium 100micrograms/5ml oral suspension
3101141000033115,levothyroxine sodium 125micrograms/5ml oral suspension
3101241000033110,levothyroxine sodium 25micrograms/5ml oral suspension
3101341000033117,levothyroxine sodium 250micrograms/5ml oral suspension
3101441000033111,levothyroxine sodium 50micrograms/5ml oral suspension
3101541000033112,levothyroxine sodium 100microgram tablets
3101641000033113,levothyroxine sodium 25microgram tablets
3101941000033118,levothyroxine sodium 50microgram tablets
3134941000033114,armour thyroid 120mg (2 grains) tablets (imported (united states))
3135241000033118,"levothyroxine sodium capsules lactose free, sugar free 50 micrograms"
3151741000033110,"levothyroxine sodium capsules lactose free, sugar free 100 micrograms"
3190941000033110,levothyroxine sodium 37.5micrograms/5ml oral suspension
3866041000033117,"levothyroxine sodium capsules lactose free, sugar free 25 micrograms"
3933841000033117,cytomel 5microgram tablets (imported (united states))
3953241000033117,armour thyroid 15mg (quarter grain) tablets (imported (united states))
3981741000033117,levothyroxine sodium 100micrograms/5ml oral solution sugar free
3981841000033110,levothyroxine sodium 25micrograms/5ml oral solution sugar free
3981941000033119,levothyroxine sodium 50micrograms/5ml oral solution sugar free
3982041000033113,evotrox 100micrograms/5ml oral solution (kappin ltd)
3982141000033112,evotrox 50micrograms/5ml oral solution (kappin ltd)
3982241000033117,evotrox 25micrograms/5ml oral solution (kappin ltd)
4156741000033118,nature-throid 32.5mg (half grain) tablets (imported (united states))
4156841000033111,nature-throid 65mg (1 grain) tablets (imported (united states))
4593241000033119,levothyroxine sodium 76microgram / liothyronine 18microgram tablets
4593341000033112,levothyroxine sodium 19microgram / liothyronine 4.5microgram tablets
507741000033114,eltroxin 100microgram tablets (advanz pharma)
507841000033116,eltroxin 50microgram tablets (advanz pharma)
5453741000033117,liothyronine tablets 5 micrograms
5996541000033110,levothyroxine sodium 125micrograms/5ml oral solution
6122941000033114,levothyroxine sodium 150micrograms/5ml oral solution
6427041000033112,liothyronine 20microgram powder for solution for injection vials
6436741000033110,levothyroxine sodium 9.5microgram / liothyronine 2.25microgram tablets
6436841000033117,levothyroxine sodium 38microgram / liothyronine 9microgram tablets
6453741000033115,levothyroxine sodium 100microgram oral powder sachets
6488441000033113,"levothyroxine sodium tablets, lactose free 100 micrograms"
6488541000033114,"levothyroxine sodium tablets, lactose free 50 micrograms"
6488641000033110,"levothyroxine sodium tablets, lactose free 25 micrograms"
7872141000033115,eltroxin 25micrograms/5ml oral solution (advanz pharma)
7872241000033110,eltroxin 50micrograms/5ml oral solution (advanz pharma)
7872341000033117,eltroxin 100micrograms/5ml oral solution (advanz pharma)
8125541000033117,levothyroxine sodium 57microgram / liothyronine 13.5microgram tablets
8125641000033116,armour thyroid 90mg (1 and a half grains) tablets (imported (united states))
8297141000033114,levothyroxine sodium 10microgram capsules
8299841000033113,levothyroxine and liothyronine tablets 200 micrograms + 50 micrograms
8299941000033117,erfa thyroid 125mg (2 grains) tablets (imported (canada))
831341000033113,liothyronine 20microgram solution for injection ampoules
837341000033118,liothyronine 20microgram tablets
8839641000033112,nature-throid 130mg (2 grains) tablets (imported (united states))
8962741000033112,levothyroxine sodium and liothyronine tablets 35 micrograms + 8 micrograms
8962841000033119,erfa thyroid 60mg (1 grain) tablets (imported (canada))
