SNOMEDCTCodes,Description
218358001,Incontinentia pigmenti achromians syndrome (disorder)
718122005,Piebaldism (disorder)
7199000,Tuberous sclerosus syndrome (disorder)
254243001,"Ash leaf spot, tuberous sclerosis (disorder)"
36025004,Fibrous skin tumor of tuberous sclerosis (disorder)
254244007,Shagreen patch (disorder)
9311003,Hermansky-Pudlak syndrome (disorder)
37548006,Hypopigmentation-immunodeficiency disease (disorder)
59178007,Menkes kinky-hair syndrome (disorder)
47434006,Waardenburg's syndrome (disorder)
715952000,Waardenburg syndrome co-occurrent with Hirschsprung disease (disorder)
773575001,Ocular albinism with congenital sensorineural deafness (disorder)
765325002,"Peripheral demyelinating neuropathy, central dysmyelinating leukodystrophy, Waardenburg syndrome, Hirschsprung disease (disorder)"
193497004,Vogt-Koyanagi-Harada disease (disorder)
239085000,Symmetrical dyschromatosis of extremities (disorder)
