ProdCodeId,Description
1040241000033113,paludrine 100mg tablets (alliance pharmaceuticals ltd)
1052741000033115,pentostam 10g/100ml solution for injection vials (glaxosmithkline uk ltd)
1053341000033112,pentamidine isethionate injection 300 mg vial
1053441000033118,pentacarinat 300mg powder for solution for injection vials (sanofi)
1056241000033113,pentamidine isethionate nebuliser solution 300 mg/5 ml
1056341000033115,pentacarinat ready-to-use 300mg/5ml nebuliser liquid (sanofi)
1094341000033117,plaquenil 200mg tablets (sanofi)
1133941000033115,proguanil 100mg tablets
1137541000033118,primaquine 7.5mg tablets
1146541000033117,pyrimethamine 25mg tablets
1148241000033115,quinine dihydrochloride injection 300 mg/ml
1149741000033117,quinine sulfate 300mg tablets
1150441000033119,quinine bisulfate 300mg tablets
1150541000033118,quinine dihydrochloride tablets 300 mg
1150641000033117,quinine hydrochloride tablets 300 mg
1150741000033114,quinine sulfate tablets 125 mg
1150841000033116,quinine sulfate 200mg tablets
1357241000033110,sodium stibogluconate 10g/100ml solution for injection vials
13713241000033115,hydroxychloroquine 300mg tablets
1441041000033117,tinidazole intravenous infusion 2 mg/ml
1444641000033114,tinidazole 500mg tablets
1511841000033112,vermox 100mg/5ml oral suspension (janssen-cilag ltd)
1512841000033115,vermox 100mg chewable tablets (janssen-cilag ltd)
2053141000033110,cysticide 500mg tablets (imported (germany))
2053241000033115,praziquantel 500mg tablets
2053341000033113,praziquantel 600mg tablets
2053441000033119,biltricide 600mg tablets (imported (germany))
241841000033113,chloroquine sulfate injection 40 mg/ml
246841000033117,chloroquine phosphate 80mg/5ml oral solution
246941000033113,chloroquine sulfate 68mg/5ml oral solution
248741000033111,chloroquine phosphate 250mg tablets
248841000033118,chloroquine sulfate 200mg tablets
2603741000033114,zentel 400mg chewable tablets (imported (united states))
2849541000033119,malarone paediatric 62.5mg/25mg tablets (glaxosmithkline uk ltd)
2889741000033115,quinine sulfate 300mg/5ml oral suspension
3007241000033113,quinine sulfate powder
3107641000033116,pentamidine 300mg powder for solution for injection vials
3107741000033113,pentamidine 300mg/5ml nebuliser liquid
3180841000033115,pyrimethamine 25mg / sulfadoxine 500mg tablets
3181141000033119,proguanil 100mg / atovaquone 250mg tablets
3181241000033114,proguanil 25mg / atovaquone 62.5mg tablets
38041000033117,albendazole 400mg tablets
3849341000033118,chloroquine phosphate 250mg tablets and proguanil 100mg tablets
3898441000033111,chloroquine sulfate 200mg/5ml solution for injection ampoules
3956541000033113,abelcet 100mg/20ml concentrate for suspension for infusion vials (teva uk ltd)
407141000033118,daraprim 25mg tablets (glaxosmithkline uk ltd)
4387341000033115,quinine dihydrochloride 300mg/1ml solution for infusion ampoules
4387441000033114,quinine dihydrochloride 600mg/2ml solution for infusion ampoules
4508341000033117,hydroxychloroquine oral suspension (sugar-free) 35 mg/5 ml
464941000033110,diloxanide furoate tablets 250 mg
465641000033116,diloxanide 500mg tablets
4897841000033111,hydroxychloroquine 400mg/5ml oral suspension
5287541000033111,quinine sulfate 200mg/5ml oral suspension
5333741000033110,zentel 200mg chewable tablets (imported (australia))
5411441000033118,quinoric 200mg tablets (bristol laboratories ltd)
546341000033115,eskazole 400mg tablets (imported (france))
563141000033118,fansidar tablets (roche products ltd)
563241000033113,fasigyn 500mg tablets (pfizer ltd)
5970041000033111,hydroxychloroquine 200mg/5ml oral solution
5970141000033110,hydroxychloroquine 200mg/5ml oral suspension
5975241000033112,quinine bisulfate 300mg/5ml oral suspension
6513641000033114,pyrimethamine 10mg/5ml oral suspension
663041000033114,halofantrine hydrochloride tablets 250 mg
745141000033114,hydroxychloroquine 200mg tablets
813941000033116,lariam 250mg tablets (cheplapharm arzneimittel gmbh)
8193441000033114,hydroxychloroquine 100mg/5ml oral suspension
867941000033112,malarivon 80mg/5ml syrup (wallace manufacturing chemists ltd)
868041000033110,maloprim tablets (glaxosmithkline uk ltd)
869441000033111,malarone 250mg/100mg tablets (glaxosmithkline uk ltd)
892041000033110,mebendazole 100mg/5ml oral suspension
8944341000033110,reprapog 250mg/100mg tablets (sandoz ltd)
8944441000033116,reprapog 62.5mg/25mg tablets (sandoz ltd)
894841000033110,mebendazole 100mg chewable tablets sugar free
905041000033113,mefloquine 250mg tablets
96241000033116,avloclor 250mg tablets (alliance pharmaceuticals ltd)
974541000033111,nivaquine 68mg/5ml syrup (sanofi)
975641000033111,nivaquine 200mg tablets (sanofi)
976541000033116,niclosamide tablets 500 mg
NA,NA
