SNOMEDCTCodes,Description
56819008,Endocarditis (disorder)
91357005,Acute endocarditis (disorder)
713511002,Acute endocarditis co-occurrent with human immunodeficiency virus infection (disorder)
420395004,Acute endocarditis with acquired immunodeficiency syndrome (disorder)
459056003,Acute infective endocarditis (disorder)
111286002,Acute bacterial endocarditis (disorder)
44051003,Malignant endocarditis (disorder)
1163089000,Acute endocarditis of left side of heart due to infection (disorder)
838356001,Acute endocarditis of right side of heart due to infection (disorder)
30328003,Acute myoendocarditis (disorder)
53874003,Acute periendocarditis (disorder)
4851007,Chronic endocarditis (disorder)
22462001,Chronic bacterial endocarditis (disorder)
46165000,Chronic endocarditis due to rheumatic heart disease (disorder)
233852004,Culture-negative endocarditis (disorder)
472806007,Endocarditis as complication of procedure (disorder)
461416009,Infective endocarditis at site of implanted vascular shunt (disorder)
195012000,Endocarditis associated with another disorder (disorder)
18192007,Acute rheumatic fever with endocarditis (disorder)
72181000119109,Endocarditis due to systemic lupus erythematosus (disorder)
723088005,Periendocarditis due to infection (disorder)
62703006,Endocarditis with infective aneurysm (disorder)
233850007,Infective endocarditis (disorder)
301183007,Bacterial endocarditis (disorder)
194929007,Endocarditis - typhoid (disorder)
460618008,Endocarditis caused by Chlamydia (disorder)
720989003,Endocarditis caused by Erysipelothrix rhusiopathiae (disorder)
61048000,Gonococcal endocarditis (disorder)
186318004,Listerial endocarditis (disorder)
34845009,Meningococcal endocarditis (disorder)
95890006,Q fever endocarditis (disorder)
233851006,Rickettsial endocarditis (disorder)
73028002,Staphylococcal endocarditis (disorder)
426087004,Right-sided Staphylococcus aureus endocarditis (disorder)
73774007,Subacute bacterial endocarditis (disorder)
67391006,Syphilitic endocarditis (disorder)
94851000119107,Syphilitic valvular endocarditis (disorder)
278480000,Syphilitic endocarditis of aortic valve (disorder)
186875004,Syphilitic endocarditis of mitral valve (disorder)
186878002,Syphilitic endocarditis of pulmonary valve (disorder)
186877007,Syphilitic endocarditis of tricuspid valve (disorder)
52987001,Tuberculosis of endocardium (disorder)
723865005,Infection causing myoendocarditis (disorder)
723864009,Infection causing subacute endocarditis (disorder)
1163075005,Subacute endocarditis of left side of heart due to infection (disorder)
838316003,Subacute endocarditis of right side of heart due to infection (disorder)
1141645001,Infectious vegetative endocarditis (disorder)
1141647009,Infective endocarditis of cardiac valve with vegetation (disorder)
459174005,Infective endocarditis at site of interatrial communication (disorder)
460490009,Infective endocarditis at site of patch of interatrial communication (disorder)
459172009,Infective endocarditis at site of ventricular septal defect (disorder)
460358000,Infective endocarditis at site of patch of ventricular septal defect (disorder)
459067002,Infective endocarditis of cardiac valve (disorder)
459068007,Infective endocarditis of aortic valve (disorder)
459178008,Infective endocarditis of common atrioventricular valve (disorder)
459158000,Infective endocarditis of left atrioventricular (not morphologically mitral) valve (disorder)
459152004,Infective endocarditis of mitral valve (disorder)
459153009,Infective endocarditis of pulmonary valve (disorder)
459159008,Infective endocarditis of right atrioventricular (not morphologically tricuspid) valve (disorder)
459151006,Infective endocarditis of tricuspid valve (disorder)
459154003,Infective endocarditis of truncal valve (disorder)
233853009,Prosthetic valve endocarditis (disorder)
459059005,Infective endocarditis of heterograft (disorder)
459058002,Infective endocarditis of homograft (disorder)
459061001,Infective endocarditis of left ventricular wall (disorder)
459060000,Infective endocarditis of right ventricular wall (disorder)
461429009,Infective endocarditis of vascular cardiac conduit (disorder)
423718003,Left sided infective endocarditis (disorder)
86348002,Mycotic endocarditis (disorder)
63553008,Candidal endocarditis (disorder)
194931003,Endocarditis - blastomycosis (disorder)
187041005,Histoplasma capsulatum with endocarditis (disorder)
187051006,Histoplasma duboisii with endocarditis (disorder)
2439002,Purulent endocarditis (disorder)
425177009,Right sided infective endocarditis (disorder)
459057007,Viral endocarditis (disorder)
88129004,Coxsackie endocarditis (disorder)
57181007,Nonbacterial thrombotic endocarditis (disorder)
54072008,Nonbacterial verrucal endocardiosis (disorder)
36135007,Noninfective endocarditis (disorder)
1141646000,Vegetative endocarditis without infection (disorder)
66893008,Subacute endocarditis (disorder)
420938005,Subacute endocarditis with acquired immunodeficiency syndrome (disorder)
69589006,Subacute myoendocarditis (disorder)
48228003,Subacute periendocarditis (disorder)
89736004,Valvular endocarditis (disorder)
762539005,Endocarditis of neoaortic valve (disorder)
762540007,Endocarditis of neopulmonary valve (disorder)
703189006,Endocarditis of prosthetic aortic valve (disorder)
703179007,Endocarditis of prosthetic mitral valve (disorder)
703191003,Endocarditis of prosthetic pulmonary valve (disorder)
703190002,Endocarditis of prosthetic tricuspid valve (disorder)
86100009,Vegetative endocarditis (disorder)
428287001,History of endocarditis (situation)
123597005,Healed bacterial endocarditis (disorder)
472809000,Atrioventricular block due to endocarditis (disorder)
402972001,Skin involvement in bacterial endocarditis (disorder)
472810005,Arrhythmia due to vegetation of infective endocarditis (disorder)
1163529009,Epilepsy due to bacterial endocarditis (disorder)
472808008,Cardiovascular fistula due to endocarditis (disorder)
472807003,Ventricular septal defect due to and following infective endocarditis (disorder)
1208854008,Thromboembolism due to vegetative endocarditis of heart valve (disorder)
