SNOMEDCTCodes,Description
58214004,Schizophrenia (disorder)
268617001,Acute schizophrenic episode (disorder)
191542003,Catatonic schizophrenia (disorder)
1089481000000106,Cataleptic schizophrenia (disorder)
68995007,Chronic catatonic schizophrenia (disorder)
191548004,Acute exacerbation of chronic catatonic schizophrenia (disorder)
441833000,Lethal catatonia (disorder)
42868002,Subchronic catatonic schizophrenia (disorder)
191547009,Acute exacerbation of subchronic catatonic schizophrenia (disorder)
191577003,Cenesthopathic schizophrenia (disorder)
83746006,Chronic schizophrenia (disorder)
191531007,Acute exacerbation of chronic schizophrenia (disorder)
191555002,Acute exacerbation of chronic paranoid schizophrenia (disorder)
12939007,Chronic disorganized schizophrenia (disorder)
35218008,Chronic disorganized schizophrenia with acute exacerbation (disorder)
31658008,Chronic paranoid schizophrenia (disorder)
71103003,Chronic residual schizophrenia (disorder)
30336007,Chronic residual schizophrenia with acute exacerbations (disorder)
29599000,Chronic undifferentiated schizophrenia (disorder)
79204003,Chronic undifferentiated schizophrenia with acute exacerbations (disorder)
35252006,Disorganized schizophrenia (disorder)
31373002,Disorganized schizophrenia in remission (disorder)
27387000,Subchronic disorganized schizophrenia (disorder)
14291003,Subchronic disorganized schizophrenia with acute exacerbations (disorder)
416340002,Late onset schizophrenia (disorder)
64905009,Paranoid schizophrenia (disorder)
63181006,Paranoid schizophrenia in remission (disorder)
79866005,Subchronic paranoid schizophrenia (disorder)
191554003,Acute exacerbation of subchronic paranoid schizophrenia (disorder)
26472000,Paraphrenia (disorder)
38295006,Involutional paraphrenia (disorder)
26025008,Residual schizophrenia (disorder)
76566000,Subchronic residual schizophrenia (disorder)
70814008,Subchronic residual schizophrenia with acute exacerbations (disorder)
4926007,Schizophrenia in remission (disorder)
111483008,Catatonic schizophrenia in remission (disorder)
51133006,Residual schizophrenia in remission (disorder)
39610001,Undifferentiated schizophrenia in remission (disorder)
191526005,Schizophrenic disorders (disorder)
247804008,Schizophrenic prodrome (disorder)
191527001,Simple schizophrenia (disorder)
16990005,Subchronic schizophrenia (disorder)
111482003,Subchronic schizophrenia with acute exacerbations (disorder)
191563001,Acute exacerbation of subchronic latent schizophrenia (disorder)
7025000,Subchronic undifferentiated schizophrenia with acute exacerbations (disorder)
111484002,Undifferentiated schizophrenia (disorder)
85861002,Subchronic undifferentiated schizophrenia (disorder)
161468000,History of schizophrenia (situation)
191559008,Latent schizophrenia (disorder)
191567000,Schizoaffective schizophrenia (disorder)
191572009,Acute exacerbation of chronic schizoaffective schizophrenia (disorder)
191571002,Acute exacerbation of subchronic schizoaffective schizophrenia (disorder)
191570001,Chronic schizoaffective schizophrenia (disorder)
191574005,Schizoaffective schizophrenia in remission (disorder)
191569002,Subchronic schizoaffective schizophrenia (disorder)
285521000000103,Schizophrenia resolved (finding)
102940002,Schizophrenic reaction (finding)
274952002,Borderline schizophrenia (disorder)
191564007,Acute exacerbation of chronic latent schizophrenia (disorder)
191562006,Chronic latent schizophrenia (disorder)
191561004,Subchronic latent schizophrenia (disorder)
88975006,Schizophreniform disorder (disorder)
36158005,Schizophreniform disorder with good prognostic features (disorder)
55736003,Schizophreniform disorder without good prognostic features (disorder)
161103001,Schizophrenia association member (finding)
231485007,Post-schizophrenic depression (disorder)
191565008,Latent schizophrenia in remission (disorder)
270901009,"Schizoaffective disorder, mixed type (disorder)"
444180005,History of schizophrenia in child of subject (situation)
278853003,Acute schizophrenia-like psychotic disorder (disorder)
762510005,Psychotic disorder with schizophreniform symptoms caused by synthetic cathinone (disorder)
1062101000000104,Schizophrenia Therapy Outcome Measure activity score (observable entity)
735750005,Psychotic disorder with schizophreniform symptoms caused by cocaine (disorder)
723927004,Psychotic disorder caused by alcohol with schizophreniform symptoms (disorder)
712850003,Acute polymorphic psychotic disorder co-occurrent with symptoms of schizophrenia (disorder)
1062141000000101,Schizophrenia Therapy Outcome Measure wellbeing score (observable entity)
200951000000109,"Psychosis, schizophrenia and bipolar affective disorder resolved (finding)"
