ProdCodeId,Description
10229041000033112,levetiracetam 500mg/5ml solution for infusion ampoules
10229241000033116,desitrend 500mg/5ml concentrate for solution for infusion ampoules (desitin pharma ltd)
10388041000033115,perizam 1mg/ml oral suspension (rosemont pharmaceuticals ltd)
10388141000033116,perizam 2mg/ml oral suspension (rosemont pharmaceuticals ltd)
1068641000033115,phenytoin sodium 300mg capsules
1068841000033119,phenytoin sodium 100mg capsules
1068941000033110,phenytoin sodium 25mg capsules
1069041000033118,phenytoin sodium 50mg capsules
10702041000033117,phenobarbital 30mg/1ml solution for injection ampoules
10702141000033118,phenobarbital 60mg/1ml solution for injection ampoules
1070741000033118,phenytoin sodium chewable tablets 50 mg
10714041000033110,phenytoin sodium 100mg capsules (actavis uk ltd)
1074441000033118,phenytoin sodium 250mg/5ml solution for injection ampoules
1074641000033116,phenytoin 50mg chewable tablets
1077141000033118,phenytoin s/f suspension 90 mg/5 ml
1077941000033116,phenytoin sodium suspension 30 mg/5 ml
1082141000033114,phenytoin sodium 100mg tablets
1082541000033117,phenytoin sodium 50mg tablets
1082841000033115,phenytoin tablets 100 mg
1082941000033111,phenytoin tablets 50 mg
1089441000033113,piracetam 333.3mg/ml oral solution sugar free
1092041000033114,piracetam 1.2g tablets
1092141000033113,piracetam 800mg tablets
11026841000033112,brivaracetam 50mg/5ml oral solution sugar free
11027241000033111,briviact 10mg/ml oral solution (ucb pharma ltd)
11028041000033116,brivaracetam 50mg/5ml solution for injection vials
11028141000033117,briviact 50mg/5ml solution for injection vials (ucb pharma ltd)
11028241000033112,brivaracetam 100mg tablets
11028441000033113,brivaracetam 10mg tablets
11028541000033114,brivaracetam 25mg tablets
11028641000033110,brivaracetam 50mg tablets
11028741000033118,brivaracetam 75mg tablets
11028841000033111,briviact 100mg tablets (ucb pharma ltd)
11028941000033115,briviact 10mg tablets (ucb pharma ltd)
11029041000033112,briviact 25mg tablets (ucb pharma ltd)
