SNOMEDCTCodes,Description
5511011000001109,Fexofenadine 120mg tablets (Dowelhurst Ltd)
5511211000001104,Fexofenadine 120mg tablets (Dowelhurst Ltd) 30 tablet
15086711000001104,Fexofenadine 120mg tablets (Sigma Pharmaceuticals Plc)
15086811000001107,Fexofenadine 120mg tablets (Sigma Pharmaceuticals Plc) 30 tablet
13433011000001100,Fexofenadine 120mg tablets (Teva UK Ltd)
13433111000001104,Fexofenadine 120mg tablets (Teva UK Ltd) 30 tablet 3 x 10 tablets
13587811000001102,Fexofenadine 180mg tablets (Alliance Healthcare (Distribution) Ltd)
13587911000001107,Fexofenadine 180mg tablets (Alliance Healthcare (Distribution) Ltd) 30 tablet
23978211000001102,Fexofenadine 180mg tablets (DE Pharmaceuticals)
23978311000001105,Fexofenadine 180mg tablets (DE Pharmaceuticals) 30 tablet
15654411000001103,Fexofenadine 180mg/5ml oral solution (Special Order)
15654511000001104,Fexofenadine 180mg/5ml oral solution (Special Order) 1 ml
39389811000001108,Fexofenadine 30mg/5ml oral suspension (Special Order)
39390011000001106,Fexofenadine 30mg/5ml oral suspension (Special Order) 1 ml
11064311000001107,Fexofenadine 120mg tablets (A A H Pharmaceuticals Ltd)
11064411000001100,Fexofenadine 120mg tablets (A A H Pharmaceuticals Ltd) 30 tablet 2 x 15 tablets
14694911000001105,Fexofenadine 120mg tablets (Actavis UK Ltd)
14695011000001105,Fexofenadine 120mg tablets (Actavis UK Ltd) 30 tablet 3 x 10 tablets
17907411000001100,Fexofenadine 120mg tablets (Phoenix Healthcare Distribution Ltd)
17907511000001101,Fexofenadine 120mg tablets (Phoenix Healthcare Distribution Ltd) 30 tablet
36381211000001103,Fexofenadine 180mg tablets (Cipla EU Ltd)
36381511000001100,Fexofenadine 180mg tablets (Cipla EU Ltd) 30 tablet
18475311000001103,Fexofenadine 180mg tablets (Dr Reddy's Laboratories (UK) Ltd)
18475411000001105,Fexofenadine 180mg tablets (Dr Reddy's Laboratories (UK) Ltd) 30 tablet
38906111000001102,Fexofenadine 180mg tablets (Medihealth (Northern) Ltd)
38906211000001108,Fexofenadine 180mg tablets (Medihealth (Northern) Ltd) 30 tablet
40744111000001108,Fexofenadine 180mg tablets (Noumed Life Sciences Ltd)
40744211000001102,Fexofenadine 180mg tablets (Noumed Life Sciences Ltd) 30 tablet 2 x 15 tablets
13433211000001105,Fexofenadine 180mg tablets (Teva UK Ltd)
13433311000001102,Fexofenadine 180mg tablets (Teva UK Ltd) 30 tablet 3 x 10 tablets
13984911000001109,Fexofenadine 120mg/5ml oral solution (Special Order)
13985111000001105,Fexofenadine 120mg/5ml oral solution (Special Order) 1 ml
18475111000001100,Fexofenadine 120mg tablets (Dr Reddy's Laboratories (UK) Ltd)
18475211000001106,Fexofenadine 120mg tablets (Dr Reddy's Laboratories (UK) Ltd) 30 tablet
14161911000001109,Fexofenadine 120mg tablets (Healthcare Pharma Ltd)
14162011000001102,Fexofenadine 120mg tablets (Healthcare Pharma Ltd) 30 tablet 3 x 10 tablets
11004611000001101,Fexofenadine 120mg tablets (Kent Pharma (UK) Ltd)
11004711000001105,Fexofenadine 120mg tablets (Kent Pharma (UK) Ltd) 30 tablet 2 x 15 tablets
38905911000001106,Fexofenadine 120mg tablets (Medihealth (Northern) Ltd)
38906011000001103,Fexofenadine 120mg tablets (Medihealth (Northern) Ltd) 30 tablet
15231711000001105,Fexofenadine 120mg tablets (Viatris UK Healthcare Ltd)
15231811000001102,Fexofenadine 120mg tablets (Viatris UK Healthcare Ltd) 30 tablet 3 x 10 tablets
5511411000001100,Fexofenadine 180mg tablets (Dowelhurst Ltd)
5511511000001101,Fexofenadine 180mg tablets (Dowelhurst Ltd) 30 tablet
17907611000001102,Fexofenadine 180mg tablets (Phoenix Healthcare Distribution Ltd)
17907711000001106,Fexofenadine 180mg tablets (Phoenix Healthcare Distribution Ltd) 30 tablet
13468811000001106,Fexofenadine 120mg tablets (PLIVA Pharma Ltd)
13468911000001101,Fexofenadine 120mg tablets (PLIVA Pharma Ltd) 30 tablet
21995811000001106,Fexofenadine 120mg tablets (Waymade Healthcare Plc)
21995911000001101,Fexofenadine 120mg tablets (Waymade Healthcare Plc) 30 tablet
10930611000001102,Fexofenadine 120mg tablets (Zentiva Pharma UK Ltd)
10930711000001106,Fexofenadine 120mg tablets (Zentiva Pharma UK Ltd) 30 tablet 2 x 15 tablets
11064711000001106,Fexofenadine 180mg tablets (A A H Pharmaceuticals Ltd)
11065011000001108,Fexofenadine 180mg tablets (A A H Pharmaceuticals Ltd) 30 tablet 3 x 10 tablets
14695111000001106,Fexofenadine 180mg tablets (Actavis UK Ltd)
14695211000001100,Fexofenadine 180mg tablets (Actavis UK Ltd) 30 tablet 2 x 15 tablets
15086911000001102,Fexofenadine 180mg tablets (Sigma Pharmaceuticals Plc)
15087011000001103,Fexofenadine 180mg tablets (Sigma Pharmaceuticals Plc) 30 tablet
10930811000001103,Fexofenadine 180mg tablets (Zentiva Pharma UK Ltd)
10930911000001108,Fexofenadine 180mg tablets (Zentiva Pharma UK Ltd) 30 tablet 2 x 15 tablets
14162111000001101,Fexofenadine 180mg tablets (Healthcare Pharma Ltd)
14162211000001107,Fexofenadine 180mg tablets (Healthcare Pharma Ltd) 30 tablet 3 x 10 tablets
11005011000001107,Fexofenadine 180mg tablets (Kent Pharma (UK) Ltd)
11005111000001108,Fexofenadine 180mg tablets (Kent Pharma (UK) Ltd) 30 tablet 2 x 15 tablets
15231911000001107,Fexofenadine 180mg tablets (Viatris UK Healthcare Ltd)
15232011000001100,Fexofenadine 180mg tablets (Viatris UK Healthcare Ltd) 30 tablet 3 x 10 tablets
