SNOMEDCTCodes,Description
23919004,Labyrinthitis (disorder)
232270002,Acute mastoiditis with labyrinthitis (disorder)
232308006,Autoimmune disorder of inner ear (disorder)
1088321000119102,Autoimmune disorder of left inner ear (disorder)
1090931000119104,Autoimmune disorder of right inner ear (disorder)
61794006,Circumscribed labyrinthitis (disorder)
89537006,Diffuse labyrinthitis (disorder)
1089011000119101,Inflammation of left labyrinth structure (disorder)
1083951000119101,Inflammation of bilateral labyrinth structures (disorder)
1084711000119102,Inflammation of bilateral labyrinth structures caused by virus (disorder)
232311007,Endocochlear cytomegalovirus infection (disorder)
409711008,Viral labyrinthitis (disorder)
449832007,Labyrinthitis ossificans (disorder)
129628007,Recurrent labyrinthitis (disorder)
41674001,Serous labyrinthitis (disorder)
24817009,Suppurative labyrinthitis (disorder)
3344003,Toxic labyrinthitis (disorder)
